Project_Name,Transacted_Price,Unit_Price,Sale_Date
JERVOIS MANSION,1844377,2315,1 Oct 2021
JERVOIS MANSION,1836537,2275,1 Oct 2021
THE GRANGE,11900000,2690,1 Oct 2021
SOMMERVILLE PARK,3830000,1966,1 Oct 2021
THE TRIZON,1920000,1839,1 Oct 2021
ARDMORE PARK,10750000,3726,1 Oct 2021
DUCHESS RESIDENCES,3000000,2020,1 Oct 2021
FOURTH AVENUE RESIDENCES,1237000,2445,1 Oct 2021
FOURTH AVENUE RESIDENCES,1274000,2573,1 Oct 2021
HYLL ON HOLLAND,1640000,2498,1 Oct 2021
LEEDON GREEN,1259000,2658,1 Oct 2021
JERVOIS MANSION,1635635,2171,1 Oct 2021
JERVOIS MANSION,3438852,2332,1 Oct 2021
JERVOIS MANSION,2264801,2215,1 Oct 2021
JERVOIS MANSION,1675816,2224,1 Oct 2021
JERVOIS MANSION,3499613,2373,1 Oct 2021
JERVOIS MANSION,2287821,2237,1 Oct 2021
JERVOIS MANSION,3582753,2430,1 Oct 2021
JERVOIS MANSION,2391322,2339,1 Oct 2021
THE SIXTH AVENUE RESIDENCES,4200000,1327,1 Oct 2021
THE CORNWALL,2160000,2069,1 Oct 2021
VIZ AT HOLLAND,1450000,1772,1 Oct 2021
ROYALGREEN,1716280,2572,1 Oct 2021
JERVOIS MANSION,2040379,2369,1 Oct 2021
JERVOIS MANSION,2349082,2347,1 Oct 2021
JERVOIS MANSION,2403962,2401,1 Oct 2021
JERVOIS MANSION,2096239,2434,1 Oct 2021
JERVOIS MANSION,2391222,2389,1 Oct 2021
JERVOIS MANSION,2145620,2492,1 Oct 2021
MONTVIEW,2800000,1646,1 Oct 2021
JERVOIS MANSION,1555274,2408,1 Oct 2021
JERVOIS MANSION,1869857,2316,1 Oct 2021
JERVOIS MANSION,1608195,2372,1 Oct 2021
JERVOIS MANSION,1839477,2309,1 Oct 2021
ALLSWORTH PARK,1780000,1723,1 Oct 2021
SOMMERVILLE PARK,2550000,1958,1 Oct 2021
FOURTH AVENUE RESIDENCES,2737000,2469,1 Sep 2021
FOURTH AVENUE RESIDENCES,1243000,2457,1 Sep 2021
VAN HOLLAND,3238000,3070,1 Sep 2021
LOFT @ NATHAN,790000,2039,1 Sep 2021
THE DRAYCOTT,5050000,1915,1 Sep 2021
ZENITH,910000,1921,1 Sep 2021
JERVOIS MANSION,1608195,2372,1 Sep 2021
FOURTH AVENUE RESIDENCES,1762000,2558,1 Sep 2021
THE ORANGE GROVE,5050000,1877,1 Sep 2021
GLENTREES,4280000,1166,1 Sep 2021
PINEWOOD GARDENS,3349400,2061,1 Sep 2021
FOURTH AVENUE RESIDENCES,1480000,2292,1 Sep 2021
SOMMERVILLE PARK,3800000,1950,1 Sep 2021
D'LEEDON,2033000,1671,1 Sep 2021
DUCHESS CREST,2650000,1529,1 Sep 2021
LEEDON RESIDENCE,9700000,2105,1 Sep 2021
15 HOLLAND HILL,5315250,2957,1 Sep 2021
15 HOLLAND HILL,6945500,3015,1 Sep 2021
15 HOLLAND HILL,5477700,3047,1 Sep 2021
PARK NOVA,13648000,4713,1 Sep 2021
FOURTH AVENUE RESIDENCES,2618000,2361,1 Sep 2021
FOURTH AVENUE RESIDENCES,2640000,2381,1 Sep 2021
ROYALGREEN,1716280,2572,1 Sep 2021
FOURTH AVENUE RESIDENCES,2284000,2411,1 Sep 2021
D'LEEDON,2330000,1546,1 Sep 2021
MUTIARA CREST,2500000,1904,1 Sep 2021
SIGNATURE AT LEWIS,3000000,1630,1 Sep 2021
ROYALGREEN,1716280,2572,1 Sep 2021
LEEDON GREEN,2008000,2870,1 Sep 2021
LEEDON GREEN,2459000,2567,1 Sep 2021
LEEDON GREEN,2560000,2672,1 Sep 2021
FONTANA HEIGHTS,8188600,1721,1 Sep 2021
RV RESIDENCES,2300000,1908,1 Sep 2021
ROYALGREEN,1703120,2552,1 Sep 2021
FOURTH AVENUE RESIDENCES,3688000,2483,1 Sep 2021
ROYALGREEN,2192260,2645,1 Sep 2021
LEEDON GREEN,1731000,2821,1 Sep 2021
LEEDON GREEN,4078000,2726,1 Sep 2021
FOURTH AVENUE RESIDENCES,1778000,2503,1 Sep 2021
FOURTH AVENUE RESIDENCES,1508000,2415,1 Sep 2021
ROYALGREEN,1716000,2571,1 Sep 2021
LEEDON GREEN,3000000,2873,1 Sep 2021
LEEDON GREEN,1728000,2816,1 Sep 2021
LEEDON GREEN,3191000,2745,1 Sep 2021
WILSHIRE RESIDENCES,1928000,2634,1 Sep 2021
BOULEVARD 88,6759900,3806,1 Sep 2021
LEEDON GREEN,3007000,2880,1 Sep 2021
LEEDON GREEN,2308000,2821,1 Sep 2021
HOLLAND RESIDENCES,1980000,2044,1 Sep 2021
ARDMORE THREE,6500000,3660,1 Sep 2021
D'LEEDON,1488000,1894,1 Sep 2021
GLENTREES,2400000,1664,1 Sep 2021
THE HYDE,2336000,2856,1 Sep 2021
THE HYDE,4429000,3003,1 Sep 2021
POLLEN & BLEU,1250000,2074,1 Sep 2021
FOURTH AVENUE RESIDENCES,2376000,2453,1 Sep 2021
LEEDON GREEN,2950000,2825,1 Sep 2021
LEEDON GREEN,1446000,2687,1 Sep 2021
LEEDON GREEN,1815000,2555,1 Sep 2021
CUSCADEN RESERVE,3565000,3807,1 Sep 2021
CUSCADEN RESERVE,3583000,3826,1 Sep 2021
THE MARBELLA,2088000,1940,1 Sep 2021
D'LEEDON,1830000,1771,1 Sep 2021
MOOI RESIDENCES,1560888,2339,1 Sep 2021
WILSHIRE RESIDENCES,1200000,2593,1 Sep 2021
LEEDON GREEN,2370000,2897,1 Sep 2021
THE BOULEVARD RESIDENCE,5200000,2556,1 Sep 2021
ROYALGREEN,1849920,2772,1 Sep 2021
HYLL ON HOLLAND,2620000,2484,1 Sep 2021
DUKES RESIDENCE,2150000,1997,1 Sep 2021
FOUR SEASONS PARK,9500000,3306,1 Sep 2021
FOURTH AVENUE RESIDENCES,1781000,2585,1 Sep 2021
VALLEY PARK,3298000,1939,1 Sep 2021
MELROSE PARK,7388800,1412,1 Sep 2021
RV RESIDENCES,968000,2306,1 Sep 2021
D'LEEDON,1128000,1776,1 Sep 2021
15 HOLLAND HILL,6774450,2941,1 Sep 2021
PARK NOVA,10984000,4978,1 Sep 2021
POLLEN & BLEU,2200000,1858,1 Sep 2021
LE NOUVEL ARDMORE,18460000,4804,1 Sep 2021
LEEDON GREEN,1673000,2507,1 Sep 2021
CONDOMINIUM DEVELOPMENT,2860000,1661,1 Sep 2021
D'LEEDON,3080000,1800,1 Sep 2021
FOURTH AVENUE RESIDENCES,2614000,2358,1 Sep 2021
FOURTH AVENUE RESIDENCES,1230000,2431,1 Sep 2021
FOURTH AVENUE RESIDENCES,1598000,2474,1 Sep 2021
LEEDON GREEN,4078000,2726,1 Sep 2021
JERVOIS JADE,1260000,1207,1 Sep 2021
LEEDON GREEN,3008000,2881,1 Sep 2021
LEEDON GREEN,2299000,2810,1 Sep 2021
LEEDON GREEN,4020000,2687,1 Sep 2021
DORMER PARK,2250000,1818,1 Sep 2021
ROBIN RESIDENCES,1068000,2611,1 Sep 2021
RESIDENTIAL APARTMENTS,2200000,1450,1 Sep 2021
STELLAR RV,1340000,1596,1 Sep 2021
D'LEEDON,2180000,1620,1 Sep 2021
SIGNATURE AT LEWIS,1750000,1787,1 Sep 2021
DUCHESS CREST,1950000,1372,1 Sep 2021
D'LEEDON,1128000,1776,1 Sep 2021
ST MARTIN'S APARTMENT,2350000,2539,1 Sep 2021
THE HYDE,3763000,3014,1 Sep 2021
LE NOUVEL ARDMORE,26300000,4906,1 Sep 2021
D'LEEDON,3050888,1540,1 Sep 2021
LEEDON GREEN,1794000,2525,1 Sep 2021
LEEDON GREEN,2488000,2688,1 Sep 2021
LEEDON GREEN,1844000,2596,1 Sep 2021
RV SUITES,970888,1804,1 Sep 2021
ST REGIS RESIDENCES SINGAPORE,9390000,2500,1 Sep 2021
HALLMARK RESIDENCES,3030000,1928,1 Sep 2021
SPRING GROVE,1650000,1631,1 Sep 2021
HALLMARK RESIDENCES,3200000,2036,1 Sep 2021
RV RESIDENCES,960000,2287,1 Sep 2021
LOFT @ NATHAN,1400000,1606,1 Sep 2021
DUCHESS RESIDENCES,6200000,1876,1 Sep 2021
THE TOMLINSON,5350000,2280,1 Sep 2021
LEEDON GREEN,2588000,2701,1 Sep 2021
ONE JERVOIS,2060000,1933,1 Sep 2021
BALMORAL HILLS,4010000,2179,1 Sep 2021
ST REGIS RESIDENCES SINGAPORE,9500000,2529,1 Sep 2021
QUINTERRA,2030000,1462,1 Sep 2021
FOURTH AVENUE RESIDENCES,3724280,2489,1 Sep 2021
FOURTH AVENUE RESIDENCES,2728000,2461,1 Sep 2021
THE TRIZON,3300000,1742,1 Sep 2021
PINEWOOD GARDENS,3430000,1761,1 Sep 2021
LEEDON GREEN,3919000,2619,1 Sep 2021
SPRING GROVE,2769850,1550,1 Sep 2021
FOURTH AVENUE RESIDENCES,1260000,2545,1 Sep 2021
D'LEEDON,2150000,1573,1 Sep 2021
BOULEVARD 88,5202600,3962,1 Sep 2021
D' DALVEY,2230000,1850,1 Sep 2021
JUNIPER HILL,1850000,2818,1 Sep 2021
JUNIPER HILL,2910000,2787,1 Sep 2021
FOURTH AVENUE RESIDENCES,1635000,2373,1 Sep 2021
FOURTH AVENUE RESIDENCES,2180000,2383,1 Sep 2021
NOUVEL 18,6416000,3445,1 Sep 2021
LEEDON RESIDENCE,6450000,2426,1 Sep 2021
HOLLAND RESIDENCES,2925000,1553,1 Sep 2021
ROYALGREEN,1881000,2819,1 Sep 2021
LEEDON GREEN,1998000,2578,1 Sep 2021
LEEDON GREEN,2468000,2576,1 Sep 2021
FOURTH AVENUE RESIDENCES,3700000,2491,1 Sep 2021
FOURTH AVENUE RESIDENCES,2758000,2488,1 Sep 2021
GLENTREES,2468000,1711,1 Sep 2021
LEEDON GREEN,2949000,2824,1 Sep 2021
LEEDON GREEN,1760000,2477,1 Sep 2021
CORONATION SHOPPING PLAZA,2800000,1453,1 Sep 2021
DRAYCOTT EIGHT,2500000,1746,1 Sep 2021
FOURTH AVENUE RESIDENCES,1766000,2486,1 Sep 2021
THE LOFT,2830000,1852,1 Sep 2021
LEEDON GREEN,1988000,2841,1 Sep 2021
VALLEY PARK,2332288,1917,1 Sep 2021
FOURTH AVENUE RESIDENCES,1301000,2518,1 Sep 2021
HOLLAND RESIDENCES,3760000,1671,1 Sep 2021
CONDOMINIUM DEVELOPMENT,1600000,1633,1 Sep 2021
THE BELMONT,6000000,1935,1 Sep 2021
ST MARTIN'S APARTMENT,2155000,2328,1 Sep 2021
CASABELLA,2430000,1850,1 Sep 2021
LEEDON GREEN,1909200,2729,1 Sep 2021
FOURTH AVENUE RESIDENCES,1206000,2546,1 Sep 2021
BALMORAL CREST,2000000,1822,1 Sep 2021
MOOI RESIDENCES,2248000,2547,1 Sep 2021
LOFT @ NATHAN,828888,1878,1 Sep 2021
LEEDON GREEN,1471000,2733,1 Sep 2021
CHELSEA GARDENS,4400000,1754,1 Sep 2021
D'LEEDON,3688000,1813,1 Sep 2021
15 HOLLAND HILL,13660000,3496,1 Sep 2021
FOURTH AVENUE RESIDENCES,2696000,2385,1 Sep 2021
FOURTH AVENUE RESIDENCES,2406000,2630,1 Sep 2021
BOULEVARD 88,6377100,3591,1 Sep 2021
BELLERIVE,3900000,1426,1 Sep 2021
REGENCY PARK,4500000,2000,1 Sep 2021
FOURTH AVENUE RESIDENCES,1702000,2396,1 Sep 2021
SLOANE RESIDENCES,4151000,2774,1 Sep 2021
THE MERASAGA,1610000,1681,1 Sep 2021
LEEDON GREEN,2878000,2756,1 Sep 2021
LEEDON GREEN,1748000,2461,1 Sep 2021
ROYALGREEN,1846000,2766,1 Sep 2021
TANGLIN PARK,2150000,2081,1 Sep 2021
REGENCY LODGE,2300000,1811,1 Sep 2021
THE MARBELLA,3180000,2125,1 Sep 2021
GRANGE 1866,2118000,2771,1 Sep 2021
MELROSE PARK,3150000,2341,1 Sep 2021
MON JERVOIS,2750000,1980,1 Sep 2021
WILLYN VILLE,3000000,1710,1 Sep 2021
D'LEEDON,2860000,1640,1 Sep 2021
DUCHESS RESIDENCES,4460000,1619,1 Sep 2021
THE EQUATORIAL,2620000,1902,1 Sep 2021
AVALON,3380000,1915,1 Sep 2021
THE HYDE,4977952,3168,1 Aug 2021
D'LEEDON,1120000,1764,1 Aug 2021
THE EQUATORIAL,2400000,1922,1 Aug 2021
FOURTH AVENUE RESIDENCES,2715000,2449,1 Aug 2021
ROYALGREEN,1693120,2537,1 Aug 2021
THE HERMITAGE,1600000,1956,1 Aug 2021
LEEDON GREEN,2438000,2545,1 Aug 2021
D'LEEDON,1715000,1593,1 Aug 2021
15 HOLLAND HILL,5368450,2986,1 Aug 2021
15 HOLLAND HILL,5396000,3002,1 Aug 2021
ROYALGREEN,1858000,2784,1 Aug 2021
D'LEEDON,2300000,1781,1 Aug 2021
LEEDON RESIDENCE,5200000,2465,1 Aug 2021
NOUVEL 18,9704000,3441,1 Aug 2021
LOFT @ STEVENS,940000,1819,1 Aug 2021
SUTTON PLACE,4300000,1513,1 Aug 2021
FOURTH AVENUE RESIDENCES,1215000,2565,1 Aug 2021
15 HOLLAND HILL,5422600,3017,1 Aug 2021
ROYALGREEN,1810620,2511,1 Aug 2021
ONE HOLLAND VILLAGE RESIDENCES,1976680,2385,1 Aug 2021
LEEDON GREEN,1777000,2501,1 Aug 2021
D'LEEDON,1818000,1759,1 Aug 2021
JAYA TOWER,4080000,1905,1 Aug 2021
FOURTH AVENUE RESIDENCES,1807000,2544,1 Aug 2021
THE FORD @ HOLLAND,3000000,1548,1 Aug 2021
D'LEEDON,1738000,1755,1 Aug 2021
D'LEEDON,2260000,1858,1 Aug 2021
BALMORAL HEIGHTS,998000,1818,1 Aug 2021
HOLLAND PEAK,960000,1683,1 Aug 2021
ORANGE GROVE RESIDENCES,4650000,1946,1 Aug 2021
ROYALGREEN,1693120,2537,1 Aug 2021
ROYALGREEN,2882000,2704,1 Aug 2021
JADE MANSION,4380000,1608,1 Aug 2021
JERVOIS JADE,1650000,1103,1 Aug 2021
THE HERMITAGE,1630000,1993,1 Aug 2021
GLENTREES,4200000,1231,1 Aug 2021
THE SOLITAIRE,2700000,2181,1 Aug 2021
FOURTH AVENUE RESIDENCES,1273000,2464,1 Aug 2021
GRANGE RESIDENCES,7800000,3019,1 Aug 2021
ROBIN SUITES,1155000,2495,1 Aug 2021
THE HERMITAGE,1620000,1905,1 Aug 2021
VILLA DELLE ROSE,4310000,1528,1 Aug 2021
GLENTREES,2250000,1560,1 Aug 2021
VIZ AT HOLLAND,876008,1769,1 Aug 2021
ROYALGREEN,1679960,2517,1 Aug 2021
LEEDON GREEN,1777000,2501,1 Aug 2021
LEEDON GREEN,1300000,2745,1 Aug 2021
VERDURE,1800000,1838,1 Aug 2021
ONE JERVOIS,3500000,1787,1 Aug 2021
ANGULLIA PARK RESIDENCES @ ORCHARD,3580000,2232,1 Aug 2021
LEEDON GREEN,1900000,2716,1 Aug 2021
LEEDON GREEN,1928000,2756,1 Aug 2021
LEEDON GREEN,1938000,2770,1 Aug 2021
FOURTH AVENUE RESIDENCES,1787000,2515,1 Aug 2021
GRANGE 1866,2072000,2711,1 Aug 2021
BELMOND GREEN,2785000,2087,1 Aug 2021
NATHAN PLACE,2160000,1824,1 Aug 2021
ROYALGREEN,1679000,2516,1 Aug 2021
ROYALGREEN,2279500,2786,1 Aug 2021
LEEDON GREEN,2476000,2500,1 Aug 2021
GRANGE 1866,1928000,2714,1 Aug 2021
GRANGE 1866,2286000,2794,1 Aug 2021
HALLMARK RESIDENCES,2900000,1952,1 Aug 2021
CLIFTEN,1900000,1783,1 Aug 2021
NOUVEL 18,4728000,3072,1 Aug 2021
FOURTH AVENUE RESIDENCES,1155260,2439,1 Aug 2021
BELMOND GREEN,2630000,2071,1 Aug 2021
FOURTH AVENUE RESIDENCES,1620000,2280,1 Aug 2021
LEEDON GREEN,1991000,2846,1 Aug 2021
LEEDON GREEN,1218000,2572,1 Aug 2021
LEEDON GREEN,1478000,2746,1 Aug 2021
VALLEY PARK,3450000,1908,1 Aug 2021
CUSCADEN RESIDENCES,3628888,2443,1 Aug 2021
D'LEEDON,2018000,1736,1 Aug 2021
NOUVEL 18,8314000,3358,1 Aug 2021
LEEDON GREEN,2856000,2735,1 Aug 2021
LEEDON GREEN,1830000,2576,1 Aug 2021
LEEDON GREEN,1810000,2548,1 Aug 2021
FOURTH AVENUE RESIDENCES,3695000,2487,1 Aug 2021
ROYALGREEN,2937000,2756,1 Aug 2021
RESIDENTIAL APARTMENTS,6600000,1819,1 Aug 2021
RESIDENTIAL APARTMENTS,1975000,1301,1 Aug 2021
BEAUFORT ON NASSIM,8200000,2221,1 Aug 2021
D'LEEDON,2800000,1734,1 Aug 2021
SPRING GROVE,2168800,1562,1 Aug 2021
THE BELMONT,5880000,1897,1 Aug 2021
WATERFALL GARDENS,3380000,1847,1 Aug 2021
LEEDON GREEN,1838900,2588,1 Aug 2021
LEEDON GREEN,1400000,2409,1 Aug 2021
LEEDON GREEN,1408000,2422,1 Aug 2021
LEEDON GREEN,4068000,2719,1 Aug 2021
ONE JERVOIS,1920000,1939,1 Aug 2021
THE TRIZON,1838000,1817,1 Aug 2021
D'LEEDON,1100000,1732,1 Aug 2021
WILSHIRE RESIDENCES,1773400,2423,1 Aug 2021
HYLL ON HOLLAND,2550000,2417,1 Aug 2021
EWE BOON REGENT,1510000,1776,1 Aug 2021
WARNER COURT,2000000,1753,1 Aug 2021
THE MERASAGA,2400000,1770,1 Aug 2021
LEEDON GREEN,2935000,2811,1 Aug 2021
ROYALGREEN,1835820,2751,1 Aug 2021
FOURTH AVENUE RESIDENCES,1236000,2552,1 Aug 2021
D'LEEDON,2771833,1752,1 Aug 2021
ROYALGREEN,2653000,2708,1 Aug 2021
THE SERENADE @ HOLLAND,2020000,1312,1 Aug 2021
NOUVEL 18,5303000,3004,1 Aug 2021
D'LEEDON,1128000,1776,1 Aug 2021
PARK NOVA,13928000,4810,1 Aug 2021
ROYALGREEN,1693120,2537,1 Aug 2021
ARDMORE PARK,9800000,3397,1 Aug 2021
D'LEEDON,2950000,1757,1 Aug 2021
THE SIERRA,1530000,1341,1 Aug 2021
BELLERIVE,3100000,1846,1 Aug 2021
GLENTREES,3820000,1220,1 Aug 2021
CLIFTEN,2050000,1924,1 Aug 2021
GLENTREES,3130000,1829,1 Aug 2021
VIZ AT HOLLAND,3550000,1479,1 Aug 2021
ONE DUCHESS,925000,2096,1 Aug 2021
DUCHESS CREST,2118000,1549,1 Aug 2021
15 HOLLAND HILL,14692000,2814,1 Aug 2021
CASABELLA,2215000,1774,1 Aug 2021
PARK NOVA,13788000,4762,1 Aug 2021
LEEDON GREEN,2358000,2461,1 Aug 2021
GOODWOOD RESIDENCE,4750000,2411,1 Aug 2021
ARDMORE II,6380000,3153,1 Aug 2021
RV SUITES,970000,1877,1 Aug 2021
ORION,3550000,2339,1 Aug 2021
BELMOND GREEN,2320000,2177,1 Aug 2021
THE TESSARINA,1950000,1969,1 Aug 2021
LEEDON GREEN,2684000,2802,1 Aug 2021
ROYALGREEN,1679960,2517,1 Aug 2021
FOURTH AVENUE RESIDENCES,1680000,2365,1 Aug 2021
GRANGE 1866,2248290,2748,1 Aug 2021
LEEDON GREEN,1414000,2433,1 Aug 2021
ARDMORE PARK,10800000,3744,1 Aug 2021
FOURTH AVENUE RESIDENCES,1213000,2504,1 Aug 2021
3 ORCHARD BY-THE-PARK,3518000,3301,1 Aug 2021
ASTRID MEADOWS,5450000,1986,1 Aug 2021
CYAN,3380000,2309,1 Aug 2021
D'LEEDON,3176500,1604,1 Aug 2021
SPRING GROVE,2410000,1444,1 Aug 2021
NASSIM PARK RESIDENCES,12435000,3577,1 Aug 2021
FOURTH AVENUE RESIDENCES,1276000,2522,1 Aug 2021
HALLMARK RESIDENCES,3000000,2020,1 Aug 2021
JERVOIS VIEW,4300000,1737,1 Aug 2021
JERVOIS LODGE,2280000,1842,1 Aug 2021
TANGLIN PARK,3700000,2096,1 Aug 2021
MONTVIEW,3155000,1809,1 Aug 2021
D'LEEDON,1600000,1486,1 Aug 2021
D'LEEDON,1790000,1584,1 Aug 2021
FOURTH AVENUE RESIDENCES,1157000,2443,1 Aug 2021
THE LOFT,1980000,1916,1 Aug 2021
WILSHIRE RESIDENCES,1793400,2450,1 Aug 2021
GRANGE RESIDENCES,7150000,2768,1 Aug 2021
THE SIERRA,1575000,1524,1 Aug 2021
THE LEVELZ,1318000,1677,1 Aug 2021
THE HYDE,2994400,3161,1 Aug 2021
LEEDON GREEN,1688000,2751,1 Aug 2021
FOURTH AVENUE RESIDENCES,1628000,2521,1 Aug 2021
GISBORNE LIGHT,1880000,1506,1 Aug 2021
CYAN,2018000,2016,1 Aug 2021
D'LEEDON,2160000,1824,1 Aug 2021
FOUR SEASONS PARK,6700000,2964,1 Aug 2021
LEEDON GREEN,1708000,2784,1 Aug 2021
RV SUITES,1000000,1822,1 Aug 2021
ORION,3400000,2256,1 Aug 2021
FOURTH AVENUE RESIDENCES,2481000,2305,1 Aug 2021
DRAYCOTT EIGHT,5632000,1967,1 Aug 2021
D'LEEDON,1760000,1668,1 Aug 2021
BEVERLY HILL,7000000,2078,1 Aug 2021
GARDENVILLE,2580000,1887,1 Aug 2021
CORONA VILLE,2150000,1417,1 Aug 2021
FOURTH AVENUE RESIDENCES,1227000,2425,1 Aug 2021
LEEDON GREEN,1717000,2417,1 Aug 2021
FOURTH AVENUE RESIDENCES,1173000,2422,1 Aug 2021
ONE HOLLAND VILLAGE RESIDENCES,2015621,2530,1 Jul 2021
ONE HOLLAND VILLAGE RESIDENCES,2043060,2465,1 Jul 2021
ONE HOLLAND VILLAGE RESIDENCES,2250000,2715,1 Jul 2021
FOURTH AVENUE RESIDENCES,1199000,2370,1 Jul 2021
SLOANE RESIDENCES,3770000,3005,1 Jul 2021
FOURTH AVENUE RESIDENCES,2488000,2244,1 Jul 2021
3 CUSCADEN,3230608,4227,1 Jul 2021
ROYALGREEN,2670000,2726,1 Jul 2021
FOURTH AVENUE RESIDENCES,2598000,2343,1 Jul 2021
STEVENS SUITES,1490000,1821,1 Jul 2021
LEEDON GREEN,1231000,2599,1 Jul 2021
PETIT JERVOIS,2946860,2944,1 Jul 2021
LEEDON GREEN,3970000,2653,1 Jul 2021
NOUVEL 18,3942000,2953,1 Jul 2021
THE GRANGE,4650000,2667,1 Jul 2021
CLUNY PARK RESIDENCE,2930000,2409,1 Jul 2021
DUCHESS MANOR,3050000,1968,1 Jul 2021
D'LEEDON,1385000,1650,1 Jul 2021
CUSCADEN RESIDENCES,3400000,2289,1 Jul 2021
LEEDON RESIDENCE,2780000,2663,1 Jul 2021
LEEDON GREEN,1748000,2461,1 Jul 2021
ROYALGREEN,1779000,2801,1 Jul 2021
JERVOIS LODGE,2200000,1984,1 Jul 2021
DRAYCOTT EIGHT,2500000,1602,1 Jul 2021
LATITUDE,3060000,2311,1 Jul 2021
FOURTH AVENUE RESIDENCES,2300000,2514,1 Jul 2021
FOURTH AVENUE RESIDENCES,2332000,2549,1 Jul 2021
15 HOLLAND HILL,13024481,2874,1 Jul 2021
PARK NOVA,13918000,4789,1 Jul 2021
LEEDON GREEN,1566000,2347,1 Jul 2021
CORONA VILLE,2300000,1505,1 Jul 2021
LEEDON GREEN,2380000,2484,1 Jul 2021
FOURTH AVENUE RESIDENCES,1690000,2379,1 Jul 2021
THE SIXTH AVENUE RESIDENCES,2610000,1924,1 Jul 2021
LOFT @ NATHAN,776000,2003,1 Jul 2021
TANGLIN REGENCY,1050000,1501,1 Jul 2021
HOLT RESIDENCES,3550000,1718,1 Jul 2021
GOODWOOD GRAND,2300000,2574,1 Jul 2021
JADE GARDEN,2500000,1508,1 Jul 2021
LEEDON GREEN,2674000,2791,1 Jul 2021
D'LEEDON,1710000,1589,1 Jul 2021
HYLL ON HOLLAND,1733100,2403,1 Jul 2021
RV RESIDENCES,2100000,2098,1 Jul 2021
MILL POINT,2300000,1737,1 Jul 2021
THE PRINCETON,1890000,1738,1 Jul 2021
SOMMERVILLE PARK,2438000,1872,1 Jul 2021
BALMORAL HEIGHTS,1780000,1923,1 Jul 2021
RESIDENTIAL APARTMENTS,3450000,1919,1 Jul 2021
FOURTH AVENUE RESIDENCES,1148000,2269,1 Jul 2021
SLOANE RESIDENCES,4320000,2822,1 Jul 2021
LEEDON RESIDENCE,9500000,2153,1 Jul 2021
THE LOFT,2280000,1751,1 Jul 2021
LEEDON GREEN,1765000,2877,1 Jul 2021
VALLEY PARK,1970000,1777,1 Jul 2021
GLENTREES,1890000,1405,1 Jul 2021
PARVIS,3580000,2105,1 Jul 2021
SPRING GROVE,1450000,1433,1 Jul 2021
15 HOLLAND HILL,5341850,2972,1 Jul 2021
LEEDON GREEN,1837000,2626,1 Jul 2021
LEEDON GREEN,1547000,2318,1 Jul 2021
LEEDON GREEN,1574000,2359,1 Jul 2021
LEEDON GREEN,2378000,2482,1 Jul 2021
FOURTH AVENUE RESIDENCES,1640000,2539,1 Jul 2021
15 HOLLAND HILL,6842000,2970,1 Jul 2021
15 HOLLAND HILL,14328000,3494,1 Jul 2021
PARKSUITES,1643192,2091,1 Jul 2021
LEEDON GREEN,3960000,2647,1 Jul 2021
LE NOUVEL ARDMORE,18500000,4559,1 Jul 2021
DUCHESS RESIDENCES,3080000,2073,1 Jul 2021
DUCHESS CREST,2580000,1507,1 Jul 2021
FOURTH AVENUE RESIDENCES,2307000,2381,1 Jul 2021
THE LEVELZ,1730000,1766,1 Jul 2021
THE SIERRA,1500000,1452,1 Jul 2021
THE ASANA,1470000,2315,1 Jul 2021
JERVOIS REGENCY,1720000,1737,1 Jul 2021
CYAN,3150000,2184,1 Jul 2021
GRANGE RESIDENCES,8700000,3050,1 Jul 2021
THE TRIZON,3380000,1784,1 Jul 2021
THE HYDE,2110000,2723,1 Jul 2021
15 HOLLAND HILL,7492963,3000,1 Jul 2021
FOURTH AVENUE RESIDENCES,1358000,2103,1 Jul 2021
LEEDON RESIDENCE,2750000,2634,1 Jul 2021
ONE TREE HILL RESIDENCE,2680000,2184,1 Jul 2021
THE HYDE,2925000,3088,1 Jul 2021
FOURTH AVENUE RESIDENCES,1712000,2410,1 Jul 2021
FOURTH AVENUE RESIDENCES,2345000,2421,1 Jul 2021
ROYALGREEN,2862090,2686,1 Jul 2021
THREE THREE ROBIN,9350000,1926,1 Jul 2021
VALLEY PARK,3200000,1982,1 Jul 2021
D' DALVEY,2150000,1783,1 Jul 2021
MADISON RESIDENCES,3900000,2196,1 Jul 2021
GRANGE RESIDENCES,6400000,2477,1 Jul 2021
LATITUDE,6220000,2248,1 Jul 2021
D'LEEDON,1158000,1823,1 Jul 2021
SOMMERVILLE GRANDEUR,3300000,1803,1 Jul 2021
ONE HOLLAND VILLAGE RESIDENCES,2318000,2910,1 Jul 2021
FOURTH AVENUE RESIDENCES,1175000,2426,1 Jul 2021
THE SIXTH AVENUE RESIDENCES,2500000,1843,1 Jul 2021
LEEDON GREEN,1818000,2559,1 Jul 2021
LEEDON GREEN,3990000,2667,1 Jul 2021
HYLL ON HOLLAND,1539900,2699,1 Jul 2021
WATERFALL GARDENS,4100000,1867,1 Jul 2021
NATHAN PLACE,2088000,2000,1 Jul 2021
LEEDON GREEN,4127760,2367,1 Jul 2021
LEEDON GREEN,2067800,2463,1 Jul 2021
LEEDON GREEN,1845000,2637,1 Jul 2021
LEEDON GREEN,3926000,2624,1 Jul 2021
JUNIPER HILL,2043000,2833,1 Jul 2021
D'LEEDON,1735000,1612,1 Jul 2021
