Project Name,Date,Rental psf
SOLEIL @ SINARAN,1 Jan 2020,5.05
LA SUISSE,1 Jan 2020,1.61
SOLEIL @ SINARAN,1 Jan 2020,4.57
SOLEIL @ SINARAN,1 Jan 2020,5.45
EVELYN MANSIONS,1 Jan 2020,3.41
SUITES @ SHREWSBURY,1 Jan 2020,4.57
TRILIGHT,1 Jan 2020,3.81
ADAM PARK CONDOMINIUM,1 Jan 2020,3.06
SOLEIL @ SINARAN,1 Jan 2020,5.82
1 MOULMEIN RISE,1 Jan 2020,3.36
RESIDENCES @ EVELYN,1 Jan 2020,3.39
MORIMASA GARDENS,1 Jan 2020,2.76
NOVENA REGENCY,1 Jan 2020,4.73
SUITES @ SURREY,1 Jan 2020,3.37
THE ARCADIA,1 Jan 2020,2.53
NOVENA LODGE,1 Jan 2020,2.42
ALEGRIA,1 Jan 2020,3.69
NEWTON ONE,1 Jan 2020,3.52
SOLEIL @ SINARAN,1 Jan 2020,5.79
NOVENA GARDENS,1 Jan 2020,2.43
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.78
PAVILION 11,1 Jan 2020,3.63
AMARYLLIS VILLE,1 Jan 2020,3.80
MULBERRY TREE,1 Jan 2020,5.11
THOMSON EURO-ASIA,1 Jan 2020,3.20
26 NEWTON,1 Jan 2020,4.62
THOMSON 800,1 Jan 2020,2.44
HILLCREST ARCADIA,1 Jan 2020,2.92
TREVOSE PARK,1 Jan 2020,2.78
SUITES @ NEWTON,1 Jan 2020,4.44
NEWTON ONE,1 Jan 2020,3.80
6 DERBYSHIRE,1 Jan 2020,5.33
PARK INFINIA AT WEE NAM,1 Jan 2020,5.18
THE SHELFORD,1 Jan 2020,3.23
THE ARMADALE,1 Jan 2020,4.00
PARK INFINIA AT WEE NAM,1 Jan 2020,5.45
SUITES @ SURREY,1 Jan 2020,3.41
WATTEN ESTATE CONDOMINIUM,1 Jan 2020,2.47
L'VIV,1 Jan 2020,5.68
NEWTON GEMS,1 Jan 2020,4.10
THE LINCOLN RESIDENCES,1 Jan 2020,4.40
VIVA,1 Jan 2020,4.96
RESIDENCES @ EVELYN,1 Jan 2020,3.72
SHELFORD 23,1 Jan 2020,3.14
NEWTON 21,1 Jan 2020,3.29
AMANINDA,1 Jan 2020,3.40
ADAM PARK CONDOMINIUM,1 Jan 2020,2.61
ROCHELLE AT NEWTON,1 Jan 2020,3.85
PARK INFINIA AT WEE NAM,1 Jan 2020,4.48
NINETEEN SHELFORD ROAD,1 Jan 2020,2.70
SHELFORD REGENCY,1 Jan 2020,2.86
MEDGE,1 Jan 2020,4.67
NEWTON IMPERIAL,1 Jan 2020,3.43
PARK INFINIA AT WEE NAM,1 Jan 2020,5.65
MANDALE HEIGHTS,1 Jan 2020,3.73
SOLEIL @ SINARAN,1 Jan 2020,4.91
26 NEWTON,1 Jan 2020,5.33
NOVENA SUITES,1 Jan 2020,4.62
TRILIGHT,1 Jan 2020,3.27
CUBE 8,1 Jan 2020,3.26
LINCOLN SUITES,1 Jan 2020,4.29
WATTEN HILL,1 Jan 2020,2.72
NINETEEN SHELFORD ROAD,1 Jan 2020,3.23
CITY EDGE,1 Jan 2020,3.53
SOLEIL @ SINARAN,1 Jan 2020,4.34
VIVA,1 Jan 2020,4.49
THE HUNTINGTON,1 Jan 2020,3.43
VIVA,1 Jan 2020,4.41
PARK INFINIA AT WEE NAM,1 Jan 2020,5.18
MANDALAY TOWERS,1 Jan 2020,1.80
THE AXIS,1 Jan 2020,5.43
SOLEIL @ SINARAN,1 Jan 2020,5.47
LA MAISON,1 Jan 2020,2.81
SKY@ELEVEN,1 Jan 2020,3.33
SOLEIL @ SINARAN,1 Jan 2020,5.37
NEWTON GEMS,1 Jan 2020,3.56
DERBYSHIRE HEIGHTS,1 Jan 2020,2.70
PARK INFINIA AT WEE NAM,1 Jan 2020,4.00
TRILIGHT,1 Jan 2020,3.62
8 BASSEIN,1 Jan 2020,4.44
ADAM PARK CONDOMINIUM,1 Jan 2020,3.16
THE HUNTINGTON,1 Jan 2020,3.10
SOLEIL @ SINARAN,1 Jan 2020,5.71
8 BASSEIN,1 Jan 2020,4.89
SHELFORD REGENCY,1 Jan 2020,2.60
VILLA DES FLORES,1 Jan 2020,2.07
RESIDENCES @ EVELYN,1 Jan 2020,4.17
SKY@ELEVEN,1 Jan 2020,3.51
NEWTON GEMS,1 Jan 2020,3.37
SOLEIL @ SINARAN,1 Jan 2020,5.16
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.05
BUCKLEY 18,1 Jan 2020,3.52
LION TOWERS,1 Jan 2020,2.38
LINCOLN SUITES,1 Jan 2020,6.22
NEWTON 18,1 Jan 2020,3.16
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.05
THE LINCOLN MODERN,1 Jan 2020,3.41
TRILIGHT,1 Jan 2020,4.43
SETIA RESIDENCES,1 Jan 2020,3.43
PARK INFINIA AT WEE NAM,1 Jan 2020,3.11
SKY@ELEVEN,1 Jan 2020,3.26
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.05
THE ARMADALE,1 Jan 2020,3.88
SOLEIL @ SINARAN,1 Jan 2020,5.03
10 SHELFORD,1 Jan 2020,4.44
AMARYLLIS VILLE,1 Jan 2020,3.68
NEWTON 21,1 Jan 2020,3.05
D'EVELYN,1 Jan 2020,2.96
THE LINCOLN RESIDENCES,1 Jan 2020,3.68
THOMSON 800,1 Jan 2020,2.42
SOLEIL @ SINARAN,1 Jan 2020,3.93
VISIN APARTMENTS,1 Jan 2020,3.14
VISIN APARTMENTS,1 Jan 2020,3.14
8 BASSEIN,1 Jan 2020,4.67
THOMSON EURO-ASIA,1 Jan 2020,4.35
26 NEWTON,1 Jan 2020,4.62
THOMSON 800,1 Jan 2020,2.42
PARK INFINIA AT WEE NAM,1 Jan 2020,4.28
GILSTEAD TWO,1 Jan 2020,4.13
NEWTON IMPERIAL,1 Jan 2020,3.21
AMARYLLIS VILLE,1 Jan 2020,3.79
NINETEEN SHELFORD ROAD,1 Jan 2020,3.69
SHELFORD GREEN,1 Jan 2020,2.70
MEDGE,1 Jan 2020,3.53
NINETEEN SHELFORD ROAD,1 Jan 2020,3.38
MEDGE,1 Jan 2020,4.67
THE GLYNDEBOURNE,1 Jan 2020,3.86
CUBE 8,1 Jan 2020,4.55
THE HUNTINGTON,1 Jan 2020,3.47
HILLCREST ARCADIA,1 Jan 2020,2.18
RESIDENCES @ EVELYN,1 Jan 2020,4.00
D' IXORAS,1 Jan 2020,3.29
GLOUCESTER MANSIONS,1 Jan 2020,3.04
VIVA,1 Jan 2020,4.67
CITY EDGE,1 Jan 2020,3.00
SOLEIL @ SINARAN,1 Jan 2020,5.45
THE SHELFORD,1 Jan 2020,3.62
NINETEEN SHELFORD ROAD,1 Jan 2020,2.67
NEWTON SUITES,1 Jan 2020,5.07
THOMSON 800,1 Jan 2020,2.42
LINCOLN SUITES,1 Jan 2020,5.33
NOVENA REGENCY,1 Jan 2020,5.56
LINCOLN SUITES,1 Jan 2020,5.33
THE TREVOSE,1 Jan 2020,2.42
TREVOSE PARK,1 Jan 2020,3.33
SOLEIL @ SINARAN,1 Jan 2020,6.19
SUFFOLK PREMIER,1 Jan 2020,3.48
LINCOLN SUITES,1 Jan 2020,5.33
PARK INFINIA AT WEE NAM,1 Jan 2020,4.34
KELLETT COURT,1 Jan 2020,3.19
EVELYN MANSIONS,1 Jan 2020,3.18
368 THOMSON,1 Jan 2020,3.53
VIVA,1 Jan 2020,5.26
AMARYLLIS VILLE,1 Jan 2020,3.84
D' IXORAS,1 Jan 2020,3.06
NEWTON SUITES,1 Jan 2020,5.33
THE ANSLEY,1 Jan 2020,3.04
THE SHELFORD,1 Jan 2020,3.04
THE HUNTINGTON,1 Jan 2020,4.00
CUBE 8,1 Jan 2020,3.26
NEWTON GEMS,1 Jan 2020,4.21
MIRO,1 Jan 2020,3.44
CHANCERY ESQUIRE,1 Jan 2020,2.56
PAVILION 11,1 Jan 2020,2.86
WATTEN ESTATE CONDOMINIUM,1 Jan 2020,3.14
SHELFORD SUITES,1 Jan 2020,3.36
POINT LOMA,1 Jan 2020,2.65
THE ARCADIA,1 Jan 2020,2.47
28 SHELFORD,1 Jan 2020,3.29
GILSTEAD TWO,1 Jan 2020,4.13
HILLCREST ARCADIA,1 Jan 2020,2.53
THE SHELFORD,1 Jan 2020,3.89
NOVENA SUITES,1 Jan 2020,3.79
RESIDENCES @ EVELYN,1 Jan 2020,4.17
CITY EDGE,1 Jan 2020,4.47
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.43
NINETEEN SHELFORD ROAD,1 Jan 2020,3.62
PARK INFINIA AT WEE NAM,1 Jan 2020,4.29
LINCOLN SUITES,1 Jan 2020,6.09
NEWTON SUITES,1 Jan 2020,5.20
SOLEIL @ SINARAN,1 Jan 2020,5.47
M21,1 Jan 2020,3.20
SUITES @ SHREWSBURY,1 Jan 2020,3.45
M21,1 Jan 2020,2.90
THOMSON 800,1 Jan 2020,2.55
MIRO,1 Jan 2020,3.26
SKY@ELEVEN,1 Jan 2020,3.23
NOVENA SUITES,1 Jan 2020,3.68
ROCHELLE AT NEWTON,1 Jan 2020,4.22
LINCOLN SUITES,1 Jan 2020,4.52
CUBE 8,1 Jan 2020,3.37
M21,1 Jan 2020,1.90
PAVILION 11,1 Jan 2020,3.37
SOLEIL @ SINARAN,1 Jan 2020,6.67
CUBE 8,1 Jan 2020,4.36
ADRIA,1 Jan 2020,4.46
HILLCREST ARCADIA,1 Jan 2020,2.21
AMARYLLIS VILLE,1 Jan 2020,3.79
PARK INFINIA AT WEE NAM,1 Jan 2020,5.16
SKY@ELEVEN,1 Jan 2020,3.41
26 NEWTON,1 Jan 2020,5.27
8 BASSEIN,1 Jan 2020,4.44
WATTEN HILL,1 Jan 2020,3.33
SUITES @ NEWTON,1 Jan 2020,4.46
EVELYN MANSIONS,1 Jan 2020,3.18
PARK INFINIA AT WEE NAM,1 Jan 2020,4.34
CUBE 8,1 Jan 2020,3.32
THE SPRINGS,1 Jan 2020,2.95
28 SHELFORD,1 Jan 2020,3.06
SUITES @ NEWTON,1 Jan 2020,4.00
LA SUISSE,1 Jan 2020,2.79
NEWTON 18,1 Jan 2020,4.73
GILSTEAD TWO,1 Jan 2020,4.67
PAVILION 11,1 Jan 2020,4.28
TRILIGHT,1 Jan 2020,3.83
NOVENA GARDENS,1 Jan 2020,2.74
NEWTON GEMS,1 Jan 2020,3.29
PARK INFINIA AT WEE NAM,1 Jan 2020,4.03
6 DERBYSHIRE,1 Jan 2020,4.89
PAVILION 11,1 Jan 2020,3.45
NOVENA HILL,1 Jan 2020,3.08
THOMSON 800,1 Jan 2020,2.74
AMANINDA,1 Jan 2020,3.05
TRILIGHT,1 Jan 2020,4.26
THE LINCOLN MODERN,1 Jan 2020,3.70
SKY@ELEVEN,1 Jan 2020,3.35
THOMSON VALE,1 Jan 2020,2.86
MULBERRY TREE,1 Jan 2020,3.73
THE LINCOLN MODERN,1 Jan 2020,3.19
CHANCERY ESQUIRE,1 Jan 2020,2.29
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.71
ZEDGE,1 Jan 2020,4.44
28 SHELFORD,1 Jan 2020,3.18
RESIDENCES @ EVELYN,1 Jan 2020,3.83
NINETEEN SHELFORD ROAD,1 Jan 2020,3.04
26 NEWTON,1 Jan 2020,6.62
NOVENA LODGE,1 Jan 2020,2.62
RESIDENCES @ EVELYN,1 Jan 2020,3.87
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.05
AMANINDA,1 Jan 2020,3.62
VILLA DES FLORES,1 Jan 2020,1.94
KARTAR APARTMENTS,1 Jan 2020,2.38
GLOUCESTER MANSIONS,1 Jan 2020,4.31
NOVENA COURT,1 Jan 2020,3.29
MANDALE HEIGHTS,1 Jan 2020,2.76
LUCIDA,1 Jan 2020,3.33
PASTORAL VIEW,1 Jan 2020,2.81
PASTORAL VIEW,1 Jan 2020,3.05
LUCIDA,1 Jan 2020,2.86
PAVILION 11,1 Jan 2020,3.45
HILLCREST PARK,1 Jan 2020,2.94
NINETEEN SHELFORD ROAD,1 Jan 2020,3.05
TREVOSE PARK,1 Jan 2020,2.11
TREVOSE PARK,1 Jan 2020,3.07
SHELFORD REGENCY,1 Jan 2020,2.84
KHEAM HOCK GARDENS,1 Jan 2020,2.05
LINCOLN SUITES,1 Jan 2020,4.38
MANDALAY TOWERS,1 Jan 2020,1.80
SUITES @ SHREWSBURY,1 Jan 2020,6.14
THOMSON EURO-ASIA,1 Jan 2020,3.24
26 NEWTON,1 Jan 2020,5.56
AMARYLLIS VILLE,1 Jan 2020,4.11
THOMSON 800,1 Jan 2020,2.56
NEWTON 18,1 Jan 2020,3.79
LUXURY APARTMENTS,1 Jan 2020,2.75
TREVOSE PARK,1 Jan 2020,2.42
BUCKLEY 18,1 Jan 2020,4.38
NEWTON LODGE,1 Jan 2020,2.24
MIRO,1 Jan 2020,4.38
PARK INFINIA AT WEE NAM,1 Jan 2020,4.21
ROCHELLE AT NEWTON,1 Jan 2020,3.49
L'VIV,1 Jan 2020,4.95
SOLEIL @ SINARAN,1 Jan 2020,5.37
BIRMINGHAM MANSIONS,1 Jan 2020,2.86
NEWTON 18,1 Dec 2019,4.00
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.48
THE AXIS,1 Dec 2019,3.29
PASTORAL VIEW,1 Dec 2019,3.70
STRATA,1 Dec 2019,3.76
NEWTON GEMS,1 Dec 2019,3.69
26 NEWTON,1 Dec 2019,3.85
SOLEIL @ SINARAN,1 Dec 2019,4.69
THE SHELFORD,1 Dec 2019,3.21
SHELFORD 23,1 Dec 2019,3.48
NEWTON 18,1 Dec 2019,4.21
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,3.53
SOLEIL @ SINARAN,1 Dec 2019,5.82
THE GLYNDEBOURNE,1 Dec 2019,3.52
SURREY COURT,1 Dec 2019,2.13
26 NEWTON,1 Dec 2019,4.64
NOVENA HILL,1 Dec 2019,2.77
GOLDHILL TOWERS,1 Dec 2019,1.94
NOVENA COURT,1 Dec 2019,2.59
NEWTON 18,1 Dec 2019,3.76
ZEDGE,1 Dec 2019,3.85
SUITES @ NEWTON,1 Dec 2019,6.22
NOVENA REGENCY,1 Dec 2019,3.24
PARK INFINIA AT WEE NAM,1 Dec 2019,4.62
KELLETT COURT,1 Dec 2019,2.94
THE SHELFORD,1 Dec 2019,4.23
ZEDGE,1 Dec 2019,5.11
STRATA,1 Dec 2019,4.36
MEDGE,1 Dec 2019,3.18
STRATA,1 Dec 2019,3.62
THE ARMADALE,1 Dec 2019,3.04
VIVA,1 Dec 2019,4.76
THE ANSLEY,1 Dec 2019,4.08
BUCKLEY CLASSIQUE,1 Dec 2019,3.10
SOLEIL @ SINARAN,1 Dec 2019,5.24
TRILIGHT,1 Dec 2019,4.57
SKY@ELEVEN,1 Dec 2019,3.37
MEDGE,1 Dec 2019,3.18
SUITES @ SHREWSBURY,1 Dec 2019,5.71
NEWTON GEMS,1 Dec 2019,3.60
TRILIGHT,1 Dec 2019,4.43
LION TOWERS,1 Dec 2019,1.46
SHELFORD REGENCY,1 Dec 2019,2.86
SKY@ELEVEN,1 Dec 2019,3.51
VIVA,1 Dec 2019,4.87
THE TREVOSE,1 Dec 2019,2.89
MONTEBLEU,1 Dec 2019,3.76
SOLEIL @ SINARAN,1 Dec 2019,4.48
ADAM GREEN,1 Dec 2019,4.89
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.38
GLOUCESTER MANSIONS,1 Dec 2019,3.41
APLETON VIEW,1 Dec 2019,2.96
NEWTON SUITES,1 Dec 2019,4.40
AMARYLLIS VILLE,1 Dec 2019,4.53
LA SUISSE,1 Dec 2019,2.73
ROSEVALE,1 Dec 2019,2.81
AMARYLLIS VILLE,1 Dec 2019,4.11
26 NEWTON,1 Dec 2019,4.91
NEWTON 18,1 Dec 2019,3.47
D'CHATEAU @ SHELFORD,1 Dec 2019,3.68
8 BASSEIN,1 Dec 2019,4.89
M21,1 Dec 2019,3.62
SOLEIL @ SINARAN,1 Dec 2019,5.82
BUCKLEY CLASSIQUE,1 Dec 2019,4.59
WATTEN ESTATE CONDOMINIUM,1 Dec 2019,2.19
LA SUISSE,1 Dec 2019,2.22
26 NEWTON,1 Dec 2019,4.31
GILSTEAD TWO,1 Dec 2019,4.27
CUBE 8,1 Dec 2019,3.76
ADRIA,1 Dec 2019,4.55
L'VIV,1 Dec 2019,4.29
THE HUNTINGTON,1 Dec 2019,3.31
NEWTON GEMS,1 Dec 2019,3.81
CITY EDGE,1 Dec 2019,3.88
THOMSON 800,1 Dec 2019,2.59
RESIDENCES @ EVELYN,1 Dec 2019,3.74
THE SPRINGS,1 Dec 2019,3.10
GILSTEAD TWO,1 Dec 2019,3.89
TRILIGHT,1 Dec 2019,3.41
AMARYLLIS VILLE,1 Dec 2019,3.95
CHANCERY ESQUIRE,1 Dec 2019,2.16
VIVA,1 Dec 2019,4.76
VIVA,1 Dec 2019,4.95
TRILIGHT,1 Dec 2019,5.24
6 DERBYSHIRE,1 Dec 2019,4.20
NINETEEN SHELFORD ROAD,1 Dec 2019,2.95
LION TOWERS,1 Dec 2019,1.94
THE TREVOSE,1 Dec 2019,3.00
SUFFOLK PREMIER,1 Dec 2019,2.81
8 BASSEIN,1 Dec 2019,4.44
AMARYLLIS VILLE,1 Dec 2019,4.46
SOLEIL @ SINARAN,1 Dec 2019,4.93
PARK INFINIA AT WEE NAM,1 Dec 2019,4.91
M21,1 Dec 2019,3.19
IRIDIUM,1 Dec 2019,3.33
DUNEARN REGENCY,1 Dec 2019,3.85
AMARYLLIS VILLE,1 Dec 2019,4.24
MONTEBLEU,1 Dec 2019,3.65
HILLCREST ARCADIA,1 Dec 2019,3.33
GILSTEAD COURT,1 Dec 2019,2.15
1 MOULMEIN RISE,1 Dec 2019,4.40
VIVA,1 Dec 2019,4.29
SUITES @ NEWTON,1 Dec 2019,4.15
TRILIGHT,1 Dec 2019,3.46
THE LINCOLN RESIDENCES,1 Dec 2019,3.68
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,1.08
M21,1 Dec 2019,3.29
TREVOSE PARK,1 Dec 2019,2.46
GILSTEAD COURT,1 Dec 2019,1.93
THOMSON EURO-ASIA,1 Dec 2019,3.48
CUBE 8,1 Dec 2019,3.37
D'EVELYN,1 Dec 2019,3.19
NEWTON GEMS,1 Dec 2019,3.48
THE SHELFORD,1 Dec 2019,3.03
NEWTON 18,1 Dec 2019,3.60
RESIDENCES @ EVELYN,1 Dec 2019,4.00
TREVOSE PARK,1 Dec 2019,3.45
STRATA,1 Dec 2019,4.36
6 DERBYSHIRE,1 Dec 2019,5.00
368 THOMSON,1 Dec 2019,3.47
NOVENA HILL,1 Dec 2019,2.80
THE ARCADIA,1 Dec 2019,2.34
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.59
THE GLYNDEBOURNE,1 Dec 2019,3.81
26 NEWTON,1 Dec 2019,5.56
10 SHELFORD,1 Dec 2019,4.89
D'CHATEAU @ SHELFORD,1 Dec 2019,3.60
AMANINDA,1 Dec 2019,3.46
L'VIV,1 Dec 2019,5.67
VIVA,1 Dec 2019,4.36
BIRMINGHAM MANSIONS,1 Dec 2019,3.19
PARK INFINIA AT WEE NAM,1 Dec 2019,3.93
SHELFORD SUITES,1 Dec 2019,3.76
SOLEIL @ SINARAN,1 Dec 2019,6.45
LA NOUVELLE,1 Dec 2019,3.05
TRILIGHT,1 Dec 2019,3.66
BUCKLEY RESIDENCE,1 Dec 2019,3.41
PEPPERMINT GROVE,1 Dec 2019,3.73
SUITES @ NEWTON,1 Dec 2019,4.46
SUITES @ NEWTON,1 Dec 2019,5.22
THE SHELFORD,1 Dec 2019,3.79
L'VIV,1 Dec 2019,4.15
NEWTON 21,1 Dec 2019,3.68
CUBE 8,1 Dec 2019,4.55
LA SUISSE,1 Dec 2019,1.86
AMANINDA,1 Dec 2019,3.00
PAVILION 11,1 Dec 2019,2.97
THE TREVOSE,1 Dec 2019,2.33
PARK INFINIA AT WEE NAM,1 Dec 2019,5.09
NEWTON SUITES,1 Dec 2019,4.40
PAVILION 11,1 Dec 2019,3.47
THE HUNTINGTON,1 Dec 2019,2.86
NOVENA COURT,1 Dec 2019,2.20
POINT LOMA,1 Dec 2019,2.78
BUCKLEY 18,1 Dec 2019,4.19
L'VIV,1 Dec 2019,4.38
AMARYLLIS VILLE,1 Dec 2019,3.68
RESIDENCES @ EVELYN,1 Dec 2019,3.87
TREVOSE PARK,1 Dec 2019,3.41
SOLEIL @ SINARAN,1 Dec 2019,5.89
SOLEIL @ SINARAN,1 Dec 2019,5.64
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,1.05
368 THOMSON,1 Dec 2019,4.15
8 BASSEIN,1 Dec 2019,4.89
THE SPRINGS,1 Dec 2019,2.89
ROSEVALE,1 Dec 2019,3.10
SOLEIL @ SINARAN,1 Dec 2019,4.46
MULBERRY TREE,1 Dec 2019,5.22
IRIDIUM,1 Dec 2019,1.96
AMANINDA,1 Dec 2019,3.24
GLOUCESTER MANSIONS,1 Dec 2019,4.00
NOVENA SUITES,1 Dec 2019,4.53
THE SENTINEL,1 Dec 2019,2.96
NINETEEN SHELFORD ROAD,1 Dec 2019,2.93
BUCKLEY RESIDENCE,1 Dec 2019,3.36
TAN TONG MENG TOWER,1 Dec 2019,1.17
NOVELIS,1 Dec 2019,4.55
SOLEIL @ SINARAN,1 Dec 2019,4.48
BIRMINGHAM MANSIONS,1 Dec 2019,2.86
NOVENA GARDENS,1 Dec 2019,2.57
SOLEIL @ SINARAN,1 Dec 2019,6.10
ZEDGE,1 Dec 2019,4.67
ADRIA,1 Dec 2019,5.09
THOMSON EURO-ASIA,1 Dec 2019,3.37
PARK INFINIA AT WEE NAM,1 Dec 2019,4.07
PARK INFINIA AT WEE NAM,1 Dec 2019,4.19
LINCOLN SUITES,1 Dec 2019,5.56
NEWTON GEMS,1 Dec 2019,3.66
PAVILION 11,1 Dec 2019,3.58
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.86
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,1.84
NOVENA HILL,1 Dec 2019,2.67
THE TREVOSE,1 Dec 2019,3.33
TRILIGHT,1 Dec 2019,4.57
L'VIV,1 Dec 2019,4.46
THOMSON EURO-ASIA,1 Dec 2019,3.52
NEWTON 21,1 Dec 2019,3.52
NINETEEN SHELFORD ROAD,1 Dec 2019,3.68
NEWTON 18,1 Dec 2019,3.89
NEWTON SUITES,1 Dec 2019,4.48
LINCOLN SUITES,1 Dec 2019,6.09
LION TOWERS,1 Dec 2019,2.05
PASTORAL VIEW,1 Dec 2019,3.50
26 NEWTON,1 Dec 2019,5.44
NINETEEN SHELFORD ROAD,1 Dec 2019,3.16
NEWTON GEMS,1 Dec 2019,3.45
NEWTON GEMS,1 Dec 2019,3.86
ROCHELLE AT NEWTON,1 Dec 2019,4.14
CUBE 8,1 Dec 2019,3.19
SUITES @ SHREWSBURY,1 Dec 2019,7.14
SUITES @ NEWTON,1 Dec 2019,4.31
VISIN APARTMENTS,1 Dec 2019,2.86
NEWTON GEMS,1 Dec 2019,3.34
VIVA,1 Dec 2019,4.81
GILSTEAD TWO,1 Dec 2019,4.27
MONTEBLEU,1 Dec 2019,4.36
STRATA,1 Dec 2019,3.03
SHELFORD GREEN,1 Dec 2019,2.15
10 SHELFORD,1 Dec 2019,2.82
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,3.67
THE GLYNDEBOURNE,1 Dec 2019,3.47
AMARYLLIS VILLE,1 Dec 2019,4.00
SOLEIL @ SINARAN,1 Dec 2019,4.89
PARK INFINIA AT WEE NAM,1 Dec 2019,3.79
PARK INFINIA AT WEE NAM,1 Dec 2019,4.73
NOVENA SUITES,1 Dec 2019,5.08
MONARCHY APARTMENTS,1 Dec 2019,2.37
MIRO,1 Dec 2019,3.85
TREVOSE PARK,1 Dec 2019,2.63
CUBE 8,1 Dec 2019,2.96
THOMSON EURO-ASIA,1 Dec 2019,3.37
CUBE 8,1 Dec 2019,4.18
368 THOMSON,1 Dec 2019,3.92
THE ARCADIA,1 Dec 2019,2.04
THE SHELFORD,1 Dec 2019,3.52
LINCOLN SUITES,1 Dec 2019,4.91
TRILIGHT,1 Dec 2019,5.02
THOMSON VALE,1 Dec 2019,3.10
ADAM PARK CONDOMINIUM,1 Dec 2019,2.83
THE ANSLEY,1 Dec 2019,2.81
LA SUISSE,1 Dec 2019,2.09
NEWTON 21,1 Dec 2019,2.96
ADAM PLACE,1 Dec 2019,2.95
SHELFORD SUITES,1 Dec 2019,3.20
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,3.29
NEWTON SUITES,1 Dec 2019,4.67
ROCHELLE AT NEWTON,1 Dec 2019,3.62
GILSTEAD TWO,1 Dec 2019,3.89
LINCOLN SUITES,1 Dec 2019,6.36
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,1.05
THE GLYNDEBOURNE,1 Dec 2019,3.21
NINETEEN SHELFORD ROAD,1 Dec 2019,3.05
6 DERBYSHIRE,1 Dec 2019,3.73
CITY EDGE,1 Dec 2019,3.76
PASTORAL VIEW,1 Dec 2019,2.97
PASTORAL VIEW,1 Dec 2019,2.97
LINCOLN SUITES,1 Dec 2019,5.56
PAVILION 11,1 Dec 2019,4.00
NOVENA COURT,1 Dec 2019,3.00
NEWTON GEMS,1 Dec 2019,3.34
NOVELIS,1 Dec 2019,4.73
LUXURY APARTMENTS,1 Dec 2019,2.46
BIRMINGHAM MANSIONS,1 Dec 2019,2.67
THOMSON 800,1 Dec 2019,2.42
ADRIA,1 Dec 2019,3.60
368 THOMSON,1 Dec 2019,3.65
LINCOLN SUITES,1 Dec 2019,4.62
NEWTON ONE,1 Dec 2019,3.84
SHELFORD 23,1 Dec 2019,2.97
6 DERBYSHIRE,1 Dec 2019,4.36
PARK INFINIA AT WEE NAM,1 Dec 2019,5.45
L'VIV,1 Dec 2019,4.29
THE ARMADALE,1 Dec 2019,3.62
WATTEN ESTATE CONDOMINIUM,1 Dec 2019,3.04
MIRO,1 Dec 2019,3.56
BUCKLEY 18,1 Dec 2019,3.61
NOVENA REGENCY,1 Dec 2019,5.11
TRILIGHT,1 Dec 2019,3.44
RESIDENCES @ EVELYN,1 Dec 2019,3.61
NINETEEN SHELFORD ROAD,1 Dec 2019,3.16
THREE BUCKLEY,1 Dec 2019,2.98
368 THOMSON,1 Dec 2019,4.77
ADAM PARK CONDOMINIUM,1 Dec 2019,2.93
THE SHELFORD,1 Dec 2019,2.89
NOVENA LODGE,1 Dec 2019,3.72
THE PARK VALE,1 Dec 2019,2.64
HILLCREST ARCADIA,1 Dec 2019,1.89
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.94
10 SHELFORD,1 Dec 2019,2.77
APLETON VIEW,1 Dec 2019,2.96
LUCIDA,1 Dec 2019,3.19
PASTORAL VIEW,1 Dec 2019,2.97
PASTORAL VIEW,1 Dec 2019,3.26
THE LINC,1 Dec 2019,3.04
PAVILION 11,1 Dec 2019,3.79
SKY@ELEVEN,1 Dec 2019,2.98
6 DERBYSHIRE,1 Dec 2019,6.33
THE SPRINGS,1 Dec 2019,2.95
WATTEN ESTATE CONDOMINIUM,1 Dec 2019,2.10
MONARCHY APARTMENTS,1 Dec 2019,2.22
NOVENA COURT,1 Dec 2019,3.18
NEWTON GEMS,1 Dec 2019,3.22
THOMSON 800,1 Dec 2019,2.42
6 DERBYSHIRE,1 Dec 2019,3.53
SOLEIL @ SINARAN,1 Dec 2019,5.45
THOMSON EURO-ASIA,1 Dec 2019,3.68
